2.1,0000GH3238,0000GH3238,US,2025-06-21,000000GH3238255,E,,,USD,141.81,2025-06-09,,1ZGH32380322678777,,XiaoRong-25JUN09-01,,P/P,1,0000000,1ZGH32380322678777,XiaoRong-25JUN09-01,,,,,49.0,L,49.0,L,PKG,,,006,SHP,ISS,,01,transworldus,,,,,FRT,003,Ground Commercial,0000001,,0.00,,USD,45.97,16.91,,0.00,0.00,,0.00,0.000000000,0.00,0.00,0.00,2025-07-05,,,,LIUYU ZHAO,UPEX,"6828 Ranchester Dr., Ste. A",,HOUSTON,TX,77036,US,upex,upex,6303 Corsair St,,Commerce,CA,900402503,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,0.000000000,,,,,00000,,0.00,0.00,,,0000000,,,,,,,,,,,,0.000000000,,,,,,,0.00,0.00,0.00,0.000000000,0.00,0.000000000,,,0.00,0.00,0.00,,,,,,01,,,,,,0.000000000,0.00,0.00,0.000000000,0.00,0.00,0.000000000,,,,,0000000004,,,0.00,,0.0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0.0,,,,0.00,,,,,,
2.1,0000GH3238,0000GH3238,US,2025-06-21,000000GH3238255,E,,,USD,141.81,2025-06-09,,1ZGH32380322678777,,XiaoRong-25JUN09-01,,P/P,0,0000000,1ZGH32380322678777,XiaoRong-25JUN09-01,,,,,0.0,,0.0,,PKG,,,006,SHP,ISS,,01,transworldus,,,,,FSC,FSC,Fuel Surcharge,0000001,USD,62.88,,USD,9.70,2.25,,0.00,0.00,,0.00,0.000000000,0.00,0.00,0.00,2025-07-05,,,,LIUYU ZHAO,UPEX,"6828 Ranchester Dr., Ste. A",,HOUSTON,TX,77036,US,upex,upex,6303 Corsair St,,Commerce,CA,900402503,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,0.000000000,,,,,00000,,0.00,0.00,,,0000000,,,,,,,,,,,,0.000000000,,,,,,,0.00,0.00,0.00,0.000000000,0.00,0.000000000,,,0.00,0.00,0.00,,,,,,01,,,,,,0.000000000,0.00,0.00,0.000000000,0.00,0.00,0.000000000,,,,,0000000004,,,0.00,,0.0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0.0,,,,0.00,,,,,,
2.1,0000GH3238,0000GH3238,US,2025-06-21,000000GH3238255,E,,,USD,141.81,2025-06-09,,1ZGH32380322678777,,XiaoRong-25JUN09-01,,P/P,0,0000000,1ZGH32380322678777,XiaoRong-25JUN09-01,,,,,0.0,,0.0,,PKG,,,006,SHP,ISS,,01,transworldus,,,,,ACC,SIM,Special Incentive Modifier,0000001,USD,0.00,,USD,0.00,-1.00,,0.00,0.00,,0.00,0.000000000,0.00,0.00,0.00,2025-07-05,,,,LIUYU ZHAO,UPEX,"6828 Ranchester Dr., Ste. A",,HOUSTON,TX,77036,US,upex,upex,6303 Corsair St,,Commerce,CA,900402503,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,0.000000000,,,,,00000,,0.00,0.00,,,0000000,,,,,,,,,,,,0.000000000,,,,,,,0.00,0.00,0.00,0.000000000,0.00,0.000000000,,,0.00,0.00,0.00,,,,,,01,,,,,,0.000000000,0.00,0.00,0.000000000,0.00,0.00,0.000000000,,,,,0000000004,,,0.00,,0.0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0.0,,,,0.00,,,,,,
2.1,0000GH3238,0000GH3238,US,2025-06-21,000000GH3238255,E,,,USD,141.81,2025-06-09,,,,,,,0,0000000,,,,,,,0.0,,0.0,,PKG,,,,MIS,SVCH,,01,transworldus,,,,,FRT,NSS,Payment Processing Fee,0000000,,0.00,,USD,0.00,2.78,,0.00,0.00,,0.00,0.000000000,0.00,0.00,0.00,2025-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,0.000000000,,,,,00000,,0.00,0.00,,,0000000,,,,,,,,,,,,0.000000000,,,,,,,0.00,0.00,0.00,0.000000000,0.00,0.000000000,,,0.00,0.00,0.00,,,,,,01,,,,,,0.000000000,0.00,0.00,0.000000000,0.00,0.00,0.000000000,,,,,0000000004,,,0.00,,0.0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0.0,,,,0.00,,,,,,
2.1,0000GH3238,0000GH3238,US,2025-06-21,000000GH3238255,E,,,USD,141.81,2025-06-09,,1ZGH32380322678777,,XiaoRong-25JUN09-01,,P/P,1,0000000,1ZGH32380322678777,,,,,,0.0,,0.0,,PKG,,,006,SHP,ISS,,01,transworldus,,,,,INF,003,Ground Commercial,0000001,,0.00,,USD,0.00,0.00,,0.00,0.00,,0.00,0.000000000,0.00,0.00,0.00,2025-07-05,,,,LIUYU ZHAO,UPEX,"6828 Ranchester Dr., Ste. A",,HOUSTON,TX,77036,US,upex,upex,6303 Corsair St,,Commerce,CA,900402503,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,0.000000000,,,,,00000,,0.00,0.00,,,0000000,,,,,,,,,,,,0.000000000,,,,,,,0.00,0.00,0.00,0.000000000,0.00,0.000000000,,,0.00,0.00,0.00,,,,,,01,,,,,,0.000000000,0.00,0.00,0.000000000,0.00,0.00,0.000000000,,,,,0000000004,,,0.00,,0.0,,,,,,,,,,,,,,,,,,,,,0,,,24.0x 18.0x 18.0,I,,,,,,,,,,,,,0.0,,,,0.00,,,,,,
2.1,0000GH3238,0000GH3238,US,2025-06-21,000000GH3238255,E,,,USD,141.81,2025-06-09,,1ZGH32380323261956,,XiaoRong-25JUN09-01,,P/P,1,0000000,1ZGH32380323261956,XiaoRong-25JUN09-01,,,,,49.0,L,49.0,L,PKG,,,006,SHP,ISS,,01,transworldus,,,,,FRT,003,Ground Commercial,0000001,,0.00,,USD,45.97,16.91,,0.00,0.00,,0.00,0.000000000,0.00,0.00,0.00,2025-07-05,,,,LIUYU ZHAO,UPEX,"6828 Ranchester Dr., Ste. A",,HOUSTON,TX,77036,US,upex,upex,6303 Corsair St,,Commerce,CA,900402503,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,0.000000000,,,,,00000,,0.00,0.00,,,0000000,,,,,,,,,,,,0.000000000,,,,,,,0.00,0.00,0.00,0.000000000,0.00,0.000000000,,,0.00,0.00,0.00,,,,,,01,,,,,,0.000000000,0.00,0.00,0.000000000,0.00,0.00,0.000000000,,,,,0000000004,,,0.00,,0.0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0.0,,,,0.00,,,,,,
2.1,0000GH3238,0000GH3238,US,2025-06-21,000000GH3238255,E,,,USD,141.81,2025-06-09,,1ZGH32380323261956,,XiaoRong-25JUN09-01,,P/P,0,0000000,1ZGH32380323261956,XiaoRong-25JUN09-01,,,,,0.0,,0.0,,PKG,,,006,SHP,ISS,,01,transworldus,,,,,FSC,FSC,Fuel Surcharge,0000001,USD,62.88,,USD,9.70,2.25,,0.00,0.00,,0.00,0.000000000,0.00,0.00,0.00,2025-07-05,,,,LIUYU ZHAO,UPEX,"6828 Ranchester Dr., Ste. A",,HOUSTON,TX,77036,US,upex,upex,6303 Corsair St,,Commerce,CA,900402503,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,0.000000000,,,,,00000,,0.00,0.00,,,0000000,,,,,,,,,,,,0.000000000,,,,,,,0.00,0.00,0.00,0.000000000,0.00,0.000000000,,,0.00,0.00,0.00,,,,,,01,,,,,,0.000000000,0.00,0.00,0.000000000,0.00,0.00,0.000000000,,,,,0000000004,,,0.00,,0.0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0.0,,,,0.00,,,,,,
2.1,0000GH3238,0000GH3238,US,2025-06-21,000000GH3238255,E,,,USD,141.81,2025-06-09,,1ZGH32380323261956,,XiaoRong-25JUN09-01,,P/P,0,0000000,1ZGH32380323261956,XiaoRong-25JUN09-01,,,,,0.0,,0.0,,PKG,,,006,SHP,ISS,,01,transworldus,,,,,ACC,SIM,Special Incentive Modifier,0000001,USD,0.00,,USD,0.00,-1.00,,0.00,0.00,,0.00,0.000000000,0.00,0.00,0.00,2025-07-05,,,,LIUYU ZHAO,UPEX,"6828 Ranchester Dr., Ste. A",,HOUSTON,TX,77036,US,upex,upex,6303 Corsair St,,Commerce,CA,900402503,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,0.000000000,,,,,00000,,0.00,0.00,,,0000000,,,,,,,,,,,,0.000000000,,,,,,,0.00,0.00,0.00,0.000000000,0.00,0.000000000,,,0.00,0.00,0.00,,,,,,01,,,,,,0.000000000,0.00,0.00,0.000000000,0.00,0.00,0.000000000,,,,,0000000004,,,0.00,,0.0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0.0,,,,0.00,,,,,,
2.1,0000GH3238,0000GH3238,US,2025-06-21,000000GH3238255,E,,,USD,141.81,2025-06-09,,1ZGH32380323261956,,XiaoRong-25JUN09-01,,P/P,1,0000000,1ZGH32380323261956,,,,,,0.0,,0.0,,PKG,,,006,SHP,ISS,,01,transworldus,,,,,INF,003,Ground Commercial,0000001,,0.00,,USD,0.00,0.00,,0.00,0.00,,0.00,0.000000000,0.00,0.00,0.00,2025-07-05,,,,LIUYU ZHAO,UPEX,"6828 Ranchester Dr., Ste. A",,HOUSTON,TX,77036,US,upex,upex,6303 Corsair St,,Commerce,CA,900402503,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,0.000000000,,,,,00000,,0.00,0.00,,,0000000,,,,,,,,,,,,0.000000000,,,,,,,0.00,0.00,0.00,0.000000000,0.00,0.000000000,,,0.00,0.00,0.00,,,,,,01,,,,,,0.000000000,0.00,0.00,0.000000000,0.00,0.00,0.000000000,,,,,0000000004,,,0.00,,0.0,,,,,,,,,,,,,,,,,,,,,0,,,24.0x 18.0x 18.0,I,,,,,,,,,,,,,0.0,,,,0.00,,,,,,
2.1,0000GH3238,0000GH3238,US,2025-06-21,000000GH3238255,E,,,USD,141.81,2025-06-09,,1ZGH32380329055767,,XiaoRong-25JUN09-01,,P/P,1,0000000,1ZGH32380329055767,XiaoRong-25JUN09-01,,,,,49.0,L,49.0,L,PKG,,,006,SHP,ISS,,01,transworldus,,,,,FRT,003,Ground Commercial,0000001,,0.00,,USD,45.97,16.91,,0.00,0.00,,0.00,0.000000000,0.00,0.00,0.00,2025-07-05,,,,LIUYU ZHAO,UPEX,"6828 Ranchester Dr., Ste. A",,HOUSTON,TX,77036,US,upex,upex,6303 Corsair St,,Commerce,CA,900402503,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,0.000000000,,,,,00000,,0.00,0.00,,,0000000,,,,,,,,,,,,0.000000000,,,,,,,0.00,0.00,0.00,0.000000000,0.00,0.000000000,,,0.00,0.00,0.00,,,,,,01,,,,,,0.000000000,0.00,0.00,0.000000000,0.00,0.00,0.000000000,,,,,0000000004,,,0.00,,0.0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0.0,,,,0.00,,,,,,
